,title,budget,popularity,production_companies,release_date,revenue,runtime,status,tagline,vote_average,vote_count
37505,They Call Me Jeeg Robot,1900000,10.649494,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': 'Goon Films', 'id': 74686}]",2015-05-12,0.0,112.0,Released,,7.5,575.0
37507,Night Sights,250000,2.124093,"[{'name': 'Medal Lion Entertainment', 'id': 30637}, {'name': 'Envoy Pictures', 'id': 30638}]",2011-12-31,0.0,89.0,Released,There is no way back for Lost Souls,3.5,7.0
37509,Vinnaithaandi Varuvaayaa,3000000,1.036233,"[{'name': 'Red Giant Movies', 'id': 7125}]",2010-02-26,12000000.0,157.0,Released,,7.7,19.0
37512,Ayan,3230939,1.937874,"[{'name': 'AVM Productions', 'id': 16424}]",2009-04-03,18000000.0,162.0,Released,,6.7,19.0
37531,Bommarillu,1333333,0.654216,"[{'name': 'Sri Venkateswara Creations', 'id': 14464}]",2006-08-09,5333333.0,170.0,Released,,5.6,6.0
37532,Arundhati,2915739,0.558002,[],2009-01-16,14000000.0,132.0,Released,,5.6,7.0
37535,Happy Days,440141,0.815203,"[{'name': 'Amigos Creations', 'id': 32414}]",2007-09-28,2640850.0,160.0,Released,,6.6,5.0
37561,Dil Dhadakne Do,13000000,2.337434,"[{'name': 'Excel Entertainment', 'id': 2934}, {'name': 'Babieka', 'id': 20656}, {'name': 'Junglee Pictures', 'id': 63187}]",2015-06-05,22000000.0,170.0,Released,,6.7,43.0
37562,Eye in the Sky,13000000,10.564701,"[{'name': 'Entertainment One', 'id': 8147}, {'name': 'Moonlighting Films', 'id': 9137}, {'name': 'Raindog Films', 'id': 75932}]",2015-09-11,18704595.0,102.0,Released,Welcome to the new front line,7.2,532.0
37577,Rogue River,2000000,2.281582,"[{'name': 'Vision Entertainment Group', 'id': 22706}, {'name': 'Kejo Productions', 'id': 22975}]",2012-01-16,0.0,81.0,Released,You can't outrun family,5.0,33.0
37581,"Hello, My Name Is Doris",1000000,14.992311,"[{'name': 'Red Crown Productions', 'id': 16945}, {'name': 'Haven Entertainment', 'id': 19548}]",2015-11-27,14444999.0,95.0,Released,She's not ready to act her age,6.5,156.0
37589,The Amityville Asylum,20000,1.621948,[],2013-06-03,0.0,88.0,Released,Kill them. Kill them all.,3.8,13.0
37605,The Stalker,300,0.892921,"[{'name': 'Red Carpet', 'id': 41681}]",2013-03-01,0.0,90.0,Released,,1.0,2.0
37607,Roar,17000000,1.307263,"[{'name': 'American Filmworks', 'id': 8310}]",1981-11-12,2000000.0,102.0,Released,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,5.6,19.0
37611,Mr. Right,8000000,7.317816,"[{'name': 'Amasia Entertainment', 'id': 15465}, {'name': '3311 Productions', 'id': 19632}, {'name': 'Circle of Confusion', 'id': 23921}]",2016-02-29,34694.0,95.0,Released,They make a killer couple.,6.3,395.0
37629,Ratter,500000,5.78016,"[{'name': 'Start Motion Pictures', 'id': 19961}]",2015-01-24,0.0,80.0,Released,Someone who hacks personal devices to stalk their victims' lives.,5.1,102.0
37632,USS Seaviper,3000000,1.029707,"[{'name': 'Villani Rockhill Productions', 'id': 23886}, {'name': 'Mighty Moments Motion Pictures', 'id': 23888}]",2012-05-28,0.0,102.0,Released,Heroism runs deep.,2.3,6.0
37639,Miracles from Heaven,16000000,7.528099,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Sony Pictures Entertainment', 'id': 5752}]",2016-03-17,73883359.0,117.0,Released,How do we explain the impossible?,6.8,191.0
37650,Exit Marrakech,6000000,1.998735,"[{'name': 'Desert Flower Filmproduktion', 'id': 53975}]",2013-06-28,0.0,123.0,Released,,6.1,8.0
37669,Florence Foster Jenkins,29000000,10.829116,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Qwerty Films', 'id': 892}, {'name': 'Pathé', 'id': 7981}]",2016-05-06,48902953.0,110.0,Released,"People may say I couldn't sing, but no one can say I didn't sing",6.7,409.0
37675,One Man and his Cow,5300000,4.199624,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Pathé', 'id': 7981}, {'name': 'Agora Films', 'id': 15316}]",2015-09-30,0.0,91.0,Released,,7.1,84.0
37697,12 Paces without a Head,8500000,0.723258,"[{'name': 'Magnolia Filmproduktion', 'id': 2169}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wüste Film', 'id': 67261}]",2009-12-10,0.0,108.0,Released,,7.2,9.0
37702,My Big Fat Greek Wedding 2,18000000,6.344961,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Playtone', 'id': 4171}, {'name': 'HBO Films', 'id': 7429}, {'name': 'Gold Circle Films', 'id': 12026}]",2016-03-23,88923251.0,94.0,Released,People change. Greeks don't.,5.6,328.0
37708,Irudhi Suttru,300000,0.756243,"[{'name': 'UTV Motion Pictures', 'id': 2320}, {'name': 'Y NOT Studios', 'id': 11835}, {'name': 'Thirukumaran Entertainment', 'id': 14294}, {'name': 'Rajkumar Hirani Films', 'id': 44163}]",2016-01-28,2100000.0,112.0,Released,,6.7,11.0
37714,Neon Bull,1500000,1.720755,"[{'name': 'Viking Films', 'id': 1968}, {'name': 'Desvia', 'id': 13003}, {'name': 'Canal Brasil', 'id': 13573}, {'name': 'Malbicho Cine', 'id': 42235}]",2016-01-14,0.0,101.0,Released,,6.5,25.0
37726,I Saw the Light,13000000,4.654312,"[{'name': 'Bron Studios', 'id': 13240}, {'name': 'RatPac Entertainment', 'id': 28732}]",2016-02-05,1646788.0,123.0,Released,The story of Hank Williams,5.9,48.0
37727,Get a Job,8000000,5.826914,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'CBS Films', 'id': 5490}]",2016-03-25,0.0,93.0,Released,Graduating was the easy part,5.2,217.0
37731,Keanu,15000000,7.942084,"[{'name': 'New Line Cinema', 'id': 12}]",2016-04-21,20566327.0,94.0,Released,"Kitten, please.",6.0,434.0
37735,The Lure,1300000,2.159038,"[{'name': 'Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF)', 'id': 37732}, {'name': 'Telewizja Polska\t(koprodukcja)', 'id': 72890}, {'name': 'Polski Instytut Sztuki Filmowej (współfinansowanie)', 'id': 74691}, {'name': 'Platige Image (koprodukcja)', 'id': 74925}, {'name': 'HBO Polska (koprodukcja)', 'id': 74926}]",2015-12-25,101657.0,92.0,Released,,6.1,31.0
37736,White Girl,700000,6.021721,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'Greencard Pictures', 'id': 64854}, {'name': 'Bank Street Films', 'id': 71894}, {'name': 'Supermarché', 'id': 71895}]",2016-09-02,200242.0,88.0,Released,,5.5,109.0
37737,Yoga Hosers,5000000,7.550395,"[{'name': 'Invincible Pictures Corp.', 'id': 16301}, {'name': 'Abbolita Productions', 'id': 23700}, {'name': 'Destro Films', 'id': 35043}]",2016-07-08,0.0,88.0,Released,Do your 'wurst...,4.7,107.0
37756,Love & Friendship,3000000,12.822085,"[{'name': 'Blinder Films', 'id': 9225}, {'name': 'Chic Films', 'id': 12398}, {'name': 'Amazon Studios', 'id': 20580}, {'name': 'Westerly Films', 'id': 37812}, {'name': 'Revolver Amsterdam', 'id': 46421}]",2016-05-27,14016568.0,94.0,Released,A lady never reveals her tactics.,6.4,171.0
37767,Vdrebezgi,400,0.196508,"[{'name': 'Paradis Films', 'id': 255}]",2011-10-06,0.0,0.0,Released,,3.3,3.0
37781,They're Watching,3650000,3.050844,"[{'name': 'Buffalo 8 Productions', 'id': 41735}, {'name': 'Best Served Cold Productions', 'id': 73386}]",2016-03-25,0.0,95.0,Released,Which House? Witch House.,5.5,50.0
37812,Orange Love,3000000,0.166253,[],2007-05-19,0.0,92.0,Released,,4.0,2.0
37818,Sunshine Superman,400000,0.984906,[],2015-05-22,88097.0,100.0,Released,If there are mountains let's climb them. If there are buildings let's jump off them.,7.2,10.0
37826,Hunger,10000,0.001194,[],2001-01-13,0.0,82.0,Released,,0.0,0.0
37842,Sugar,375581,1.238765,"[{'name': 'TLA Releasing', 'id': 328}]",2004-05-22,0.0,78.0,Released,Everyone has a fix.,4.6,9.0
37852,Here Come the Co-eds,717,0.947703,"[{'name': 'Universal Pictures', 'id': 33}]",1945-01-01,0.0,90.0,Released,,5.5,10.0
37857,Everybody Wants Some!!,10000000,6.737797,"[{'name': 'Annapurna Pictures', 'id': 13184}]",2016-03-30,3400278.0,116.0,Released,Here for a good time not a long time,6.3,419.0
37863,Sing Street,4000000,10.672862,"[{'name': 'Cosmo-Films', 'id': 513}, {'name': 'Likely Story', 'id': 1785}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Filmwave Pictures', 'id': 42379}, {'name': 'PalmStar Media', 'id': 49152}, {'name': 'Distressed Films', 'id': 68417}]",2016-03-11,13624522.0,106.0,Released,Boy meets girl. Girl unimpressed. Boy starts band.,8.0,669.0
37864,All-Stars,608000,0.610104,"[{'name': '13 All Stars LLC', 'id': 51663}]",2014-10-15,0.0,98.0,Released,,6.7,3.0
37900,Sundays,51237,1.714401,"[{'name': 'PostPanic', 'id': 35731}]",2015-03-23,0.0,14.0,Released,,6.2,7.0
37925,Paterson,5000000,10.300307,"[{'name': 'Amazon Studios', 'id': 20580}, {'name': 'K5 Film', 'id': 23437}, {'name': 'Animal Kingdom', 'id': 26995}, {'name': 'Inkjet Productions', 'id': 86041}]",2016-11-17,2152738.0,118.0,Released,"If you ever left me, I'd tear my heart out and never put it back",7.0,311.0
37926,The Huntsman: Winter's War,115000000,17.260203,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Perfect World Pictures', 'id': 10338}, {'name': 'Roth Films', 'id': 16314}]",2016-04-06,164602163.0,114.0,Released,The story before Snow White,6.0,1575.0
37927,Neighbors 2: Sorority Rising,35000000,9.914008,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Perfect World Pictures', 'id': 10338}, {'name': 'Point Grey Pictures', 'id': 16615}, {'name': 'Good Universe', 'id': 17393}]",2016-05-04,108758521.0,91.0,Released,New neighbors.,5.6,1490.0
37931,The Roman Spring of Mrs. Stone,110,0.814722,"[{'name': 'Showtime Networks', 'id': 4343}]",2003-05-04,0.0,108.0,Released,,4.5,4.0
37957,The Trust,9000000,7.55939,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Prettybird', 'id': 40797}, {'name': 'Saeculum Productions', 'id': 51525}, {'name': 'Hassell Free Production', 'id': 51526}, {'name': 'The Electric Shadow Company', 'id': 67260}, {'name': 'Highland Film Group (HFG)', 'id': 76991}, {'name': 'Saban Films', 'id': 76992}]",2016-04-29,0.0,93.0,Released,Bad cops make the best criminals,4.8,159.0
37960,Aadukalam,4000000,0.372987,"[{'name': 'Sun Pictures', 'id': 7135}]",2011-01-14,6000000.0,160.0,Released,,6.8,8.0
37962,Visaranai,325000,0.867549,"[{'name': 'Wunderbar Films', 'id': 12466}, {'name': 'Grass Root Film Company', 'id': 14143}, {'name': 'Lyca Productions', 'id': 35124}]",2016-02-04,1600000.0,118.0,Released,,8.0,8.0
37969,Hey Good Lookin',1500000,0.257958,"[{'name': 'Bakshi Productions', 'id': 4921}]",1982-10-01,0.0,76.0,Released,"Ralph Bakshi, creator of ""Fritz the Cat"" and ""Heavy Traffic"" brings you the outrageous '50s the way they really were.",6.8,7.0
37974,Man Vs.,1500000,0.494847,"[{'name': 'Darius Films', 'id': 5486}]",2015-06-02,0.0,87.0,Released,5 days surviving in the wild. This time he might not be alone.,5.4,12.0
37975,Things to Come,2100000,5.858112,"[{'name': 'ARTE France Cinéma', 'id': 94}, {'name': 'Procirep', 'id': 311}, {'name': 'Rhône-Alpes Cinéma', 'id': 1666}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Detailfilm', 'id': 48663}, {'name': 'CG Cinéma', 'id': 51696}, {'name': 'Cofinova 12', 'id': 78935}, {'name': 'Cinémage 10', 'id': 78936}, {'name': 'Soficinéma 11 Développement', 'id': 85253}]",2016-03-16,282382.0,102.0,Released,,6.5,70.0
37978,Multi-Facial,3000,1.099681,"[{'name': 'One Race Productions', 'id': 1225}]",1995-01-01,0.0,20.0,Released,"Not too light, Not too Dark",5.9,7.0
37994,The Dead Room,1000000,3.904904,"[{'name': 'Centron Pictures', 'id': 61051}]",2015-10-01,0.0,80.0,Released,There is an intruder. It's you.,4.8,39.0
38001,Enchanted Kingdom,18,1.145184,"[{'name': 'BBC Worldwide', 'id': 3164}, {'name': 'Reliance BIG Entertainment', 'id': 6733}, {'name': 'BBC Earth', 'id': 8090}, {'name': 'Evergreen Films', 'id': 8091}, {'name': 'Legend3D', 'id': 37455}]",2014-03-25,0.0,87.0,Released,,5.1,13.0
38033,Riddle,7000000,6.24665,"[{'name': 'Daronimax Media', 'id': 18219}]",2013-01-10,0.0,100.0,Released,A mysterious town. A deadly secret.,4.3,23.0
38040,Land of Mine,5070773,8.121072,"[{'name': 'Nordisk Film', 'id': 17516}]",2015-12-03,0.0,100.0,Released,"They survived the second World War, now they must survive the cleanup",7.8,283.0
38088,The Assailant,5000000,0.658448,"[{'name': 'TeleImage', 'id': 8439}, {'name': 'Globo Filmes', 'id': 13969}, {'name': 'Mixer', 'id': 49710}]",2009-10-30,0.0,90.0,Released,,5.4,11.0
38092,Turkey Shoot,32000000,5.409525,"[{'name': 'Hemdale Film', 'id': 3952}, {'name': 'FGH', 'id': 6205}, {'name': 'Filmco Limited', 'id': 15932}]",1982-03-25,0.0,93.0,Released,Experience The Year 2000...And Hope To Hell You Can Escape!,5.8,29.0
38095,Fan,16000000,5.127876,"[{'name': 'Red Chillies Entertainment', 'id': 2343}]",2016-04-15,29251596.0,142.0,Released,World's biggest superstar got the universe's biggest fan!,6.2,73.0
38102,Máncora,1800000,0.25362,[],2008-09-02,0.0,100.0,Released,,5.8,6.0
38140,Money Monster,27000000,11.953822,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Sony Pictures Releasing', 'id': 3045}, {'name': 'Smokehouse Pictures', 'id': 22695}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Allegiance Theater', 'id': 54454}]",2016-05-12,93282604.0,98.0,Released,Not every conspiracy is a theory.,6.5,1096.0
38148,Swiss Miss,700000,1.185614,"[{'name': 'Hal Roach Studios', 'id': 2159}]",1938-05-20,0.0,73.0,Released,,6.1,17.0
38150,Nine Lives,30000000,10.000208,"[{'name': 'EuropaCorp', 'id': 6896}, {'name': 'Fundamental Films', 'id': 55244}]",2016-08-03,57814445.0,87.0,Released,His life just got put on paws.,5.5,289.0
38151,Playback,7500000,2.263493,"[{'name': 'Bennett-Robbins Productions', 'id': 8516}]",2012-03-09,0.0,95.0,Released,Picture. Evil.,3.7,40.0
38162,Kolpaçino,2000000,0.95907,[],2009-11-29,0.0,98.0,Released,,6.3,3.0
38164,Barbershop: The Next Cut,20000000,8.468401,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Cube Vision', 'id': 2780}, {'name': 'MGM', 'id': 5899}]",2016-04-15,55030051.0,112.0,Released,Everybody's back for a fresh cut,6.2,171.0
38166,The Choice,10000000,8.28378,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Nicholas Sparks Productions', 'id': 49825}]",2016-02-04,18730891.0,111.0,Released,Let your heart decide.,6.7,527.0
38176,Finding Dory,200000000,14.477677,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}, {'name': 'Hurwitz Creative', 'id': 88016}]",2016-06-16,1028570889.0,97.0,Released,An unforgettable journey she probably won't remember.,6.8,4333.0
38177,My Super Psycho Sweet 16,1,1.096116,[],2009-10-23,0.0,84.0,Released,A party to die for,6.2,14.0
38184,The Boss,29000000,7.533146,"[{'name': 'Universal Pictures', 'id': 33}]",2016-04-07,78636257.0,91.0,Released,Watch your assets,5.5,441.0
38189,Bastille Day,20000000,12.119295,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Vendome Pictures', 'id': 7460}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}, {'name': 'Amazon Prime Instant Video', 'id': 58773}]",2016-04-22,14397593.0,92.0,Released,With law comes disorder,6.0,378.0
38191,Black & White: The Dawn of Assault,12000000,1.091711,[],2012-01-13,0.0,142.0,Released,,6.6,8.0
38195,Free State of Jones,50000000,10.223582,"[{'name': 'Larger Than Life Productions', 'id': 1163}, {'name': 'Vendian Entertainment', 'id': 50481}, {'name': 'Route One Films', 'id': 50482}]",2016-06-24,25035950.0,139.0,Released,Based on the incredible true story.,6.6,439.0
38196,The Angry Birds Movie,73000000,11.171927,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Rovio Entertainment', 'id': 18642}, {'name': 'Sony Pictures Imageworks (SPI)', 'id': 30692}, {'name': 'Rovio Mobile', 'id': 50848}, {'name': 'Rovio Animation', 'id': 91920}]",2016-05-11,349779543.0,97.0,Released,Why so angry?,5.9,1048.0
38216,Sick Boy,50000,1.486743,"[{'name': ""Goat Man's Hill"", 'id': 10219}]",2011-12-21,0.0,90.0,Released,,4.1,6.0
38224,I Am Wrath,18000000,6.2319,"[{'name': 'Patriot Pictures', 'id': 2373}, {'name': 'Vallelonga Productions', 'id': 3084}, {'name': 'Vengeance is Mine Productions', 'id': 73316}, {'name': 'Hannibal Classics', 'id': 76777}]",2016-04-14,0.0,92.0,Released,I lay my vengeance upon them.,4.5,180.0
38231,Precious Cargo,10500000,11.548303,"[{'name': 'Herrick Entertainment', 'id': 6666}, {'name': 'Mann Made Films', 'id': 23735}, {'name': 'Emmett Furla Oasis Films (EFO Films)', 'id': 73685}, {'name': 'Highland Film Group (HFG)', 'id': 76991}, {'name': 'Lionsgate Premiere', 'id': 85885}]",2016-07-15,100659.0,99.0,Released,Never steal from a thief,5.1,95.0
38244,11.22.63,30000000,5.791978,"[{'name': 'Warner Bros. Television', 'id': 1957}, {'name': 'Bad Robot', 'id': 11461}]",2016-02-15,0.0,432.0,Released,"When you fight the past, the past fights back.",8.0,213.0
38253,Arrambam,9200000,0.882864,"[{'name': 'Sri Sathya Sai Movies', 'id': 16943}]",2013-10-31,21000000.0,157.0,Released,,6.0,8.0
38254,Yennai Arindhaal,7900000,0.86433,"[{'name': 'Shri Sai Raam Creations', 'id': 42694}]",2015-02-06,16000000.0,176.0,Released,"Well, If You Know Me...",6.6,14.0
38255,Mankatha,6100000,1.145752,"[{'name': 'Sun Pictures', 'id': 7135}, {'name': 'Ayngaran International', 'id': 7143}, {'name': 'Cloud Nine Movies', 'id': 7990}]",2011-08-31,28000000.0,149.0,Released,Strictly no rules,5.6,14.0
38258,Indru Netru Naalai,620000,0.326862,"[{'name': 'Studio Green', 'id': 12630}, {'name': 'Thirukumaran Entertainment', 'id': 14294}]",2015-06-26,1400000.0,146.0,Released,,7.4,7.0
38264,Veeram,5900000,1.915168,"[{'name': 'Vijaya Productions', 'id': 24240}]",2014-01-10,19000000.0,161.0,Released,,5.8,11.0
38268,Anjali,2000000,0.247816,"[{'name': 'G. V. Films', 'id': 16413}]",1990-07-12,0.0,150.0,Released,,7.3,5.0
38269,Vaali,500000,0.509127,[],1999-05-01,500000.0,157.0,Released,,6.0,6.0
38270,Villan,500000,0.45621,"[{'name': 'Nic Arts', 'id': 11831}]",2002-12-05,500000.0,157.0,Released,,6.7,5.0
38271,Dheena,500000,0.349478,"[{'name': 'Vijayam Cine Combines', 'id': 80492}]",2001-01-14,500000.0,157.0,Released,,5.3,5.0
38272,Citizen,500000,0.233572,"[{'name': 'Nic Arts', 'id': 11831}]",2001-06-08,500000.0,157.0,Released,,5.9,6.0
38273,Amarkalam,500000,0.493342,[],1999-08-25,500000.0,157.0,Released,,6.6,4.0
38274,Mugavari,500000,0.284847,[],2000-02-02,500000.0,157.0,Released,,7.5,2.0
38275,Aasai,500000,0.370114,[],1995-09-25,500000.0,157.0,Released,,6.0,2.0
38276,Kadhal Kottai,500000,0.071908,"[{'name': 'Sivashakthi Movie Makers', 'id': 24239}]",1996-07-12,500000.0,157.0,Released,,7.0,2.0
38293,Mother's Day,25000000,8.309565,"[{'name': 'Open Road Films (II)', 'id': 16313}, {'name': 'Gulfstream Pictures', 'id': 20788}, {'name': 'PalmStar Media', 'id': 49152}, {'name': 'Capacity Pictures', 'id': 50491}, {'name': 'May Day Movies', 'id': 50492}, {'name': 'Rice Films', 'id': 60016}, {'name': 'Triad Film Works', 'id': 92143}, {'name': 'Beatnik Films', 'id': 92144}]",2016-04-28,48418160.0,118.0,Released,Celebrate the one day that connects us all,5.8,391.0
38305,Snowden,40000000,14.384554,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Onda Entertainment', 'id': 11802}, {'name': 'KrautPack Entertainment', 'id': 51570}]",2016-09-15,37279439.0,134.0,Released,The only safe place is on the run.,7.0,1285.0
38363,Ratchet & Clank,20000000,9.115939,"[{'name': 'Rainmaker Entertainment', 'id': 2213}, {'name': 'Blockade Entertainment', 'id': 30786}, {'name': 'Sony Computer Entertainment', 'id': 30794}]",2016-04-13,8821329.0,94.0,Released,Ready to kick some asteroid!,5.4,188.0
38366,Anita O'Day: The Life of a Jazz Singer,200000,0.003741,[],2007-04-30,0.0,90.0,Released,She survived it all to become one of the world's great jazz singers,0.0,0.0
38372,The Death of Kevin Carter: Casualty of the Bang Bang Club,11000,0.002356,[],2004-09-17,0.0,27.0,Released,,0.0,0.0
38388,Term Life,16500000,7.35578,"[{'name': 'WWE Studios', 'id': 10339}, {'name': 'PalmStar Media', 'id': 49152}, {'name': 'PenLife Media', 'id': 60266}]",2016-04-29,21256.0,93.0,Released,A daughter out of options. A father out of time.,5.7,81.0
38406,Lucky Luke,27000000,4.572642,"[{'name': 'Angoa-Agicoa', 'id': 309}, {'name': 'Procirep', 'id': 311}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'UGC YM', 'id': 10344}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'France 3 Cinema', 'id': 16804}, {'name': 'Captain Movies', 'id': 23478}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 30994}]",2009-10-21,0.0,103.0,Released,,4.7,146.0
38430,Rio 2096: A Story of Love and Fury,2000000,1.320196,"[{'name': 'Gullane Filmes', 'id': 4243}]",2013-03-07,0.0,98.0,Released,,6.6,17.0
38440,Destino,1500000,1.64689,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",2003-08-05,0.0,7.0,Released,,7.0,37.0
38454,The Kingdom of Solomon,5000000,1.027956,[],2010-10-06,0.0,110.0,Released,,9.0,2.0
38489,Shaka Zulu,24000000,0.661658,"[{'name': 'Harmony Gold', 'id': 7901}, {'name': 'TMG', 'id': 7902}]",1986-11-24,0.0,523.0,Released,The Last Great Warrior,5.0,10.0
38501,The Nice Guys,50000000,16.075615,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Waypoint Entertainment', 'id': 22842}, {'name': 'Bloom', 'id': 32554}, {'name': 'Nice Guys', 'id': 79791}, {'name': 'Misty Mountains', 'id': 79792}]",2016-05-15,62788218.0,116.0,Released,Private dicks,7.0,2382.0
38504,Twisted,140000,0.305248,"[{'name': 'Starkid Productions', 'id': 16151}]",2013-11-28,0.0,133.0,Released,The Untold Story of a Royal Vizier,7.1,7.0
38510,Real Playing Game,704460,1.736224,"[{'name': 'MGN Filmes', 'id': 2846}]",2013-08-28,0.0,103.0,Released,To Win is to Survive,4.2,12.0
38512,A Hologram for the King,30000000,9.104543,"[{'name': 'X-Filme Creative Pool', 'id': 1972}, {'name': 'Kasbah-Film Tanger', 'id': 2986}, {'name': 'Playtone', 'id': 4171}, {'name': '22h22', 'id': 17653}, {'name': 'Fábrica de Cine', 'id': 54537}, {'name': 'Primeridian Entertainment', 'id': 76642}]",2016-04-22,4212494.0,97.0,Released,How far will you go? To find yourself.,5.8,347.0
38516,My Big Night,4000000,3.502256,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Enrique Cerezo Producciones Cinematográficas S.A.', 'id': 8521}, {'name': 'Telefónica Studios', 'id': 29564}]",2015-10-23,0.0,100.0,Released,,5.2,49.0
38524,Ghajini,3200000,0.802284,"[{'name': 'Sri Saravanaa Creaations', 'id': 44099}]",2005-10-14,0.0,150.0,Released,,6.6,13.0
38525,Singam,2200000,1.132835,"[{'name': 'Reliance Big Pictures', 'id': 6583}, {'name': 'Studio Green', 'id': 12630}]",2010-05-28,9700000.0,154.0,Released,,6.9,19.0
38526,Saamy,1,0.43849,[],2003-05-05,3.0,140.0,Released,,5.8,5.0
38528,7Aum Arivu,16000000,2.252517,"[{'name': 'Red Giant Movies', 'id': 7125}]",2011-10-26,98900000.0,168.0,Released,,6.6,10.0
38550,200 Pounds Beauty,4000000,3.088483,"[{'name': 'KM Culture Co.', 'id': 3654}, {'name': 'REALise', 'id': 3655}]",2006-12-14,0.0,120.0,Released,,6.6,52.0
38563,Zombie Night,1000000,1.438547,[],2013-10-08,0.0,88.0,Released,"Tonight, at sundown... the dead will rise again",3.4,20.0
38569,Legion of the Black,150000,0.036631,[],2012-12-21,0.0,46.0,Released,"We are legion, for we are many.",0.0,0.0
38577,Flight Crew,10000000,5.42046,"[{'name': 'Three T Productions', 'id': 3467}, {'name': 'Studio Trite', 'id': 6453}, {'name': 'VGTRK', 'id': 19126}, {'name': 'Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK)', 'id': 77594}]",2016-04-21,27305571.0,138.0,Released,,6.8,47.0
38607,The Shallows,17000000,13.689175,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Ombra Films', 'id': 23513}, {'name': 'Weimaraner Republic Pictures', 'id': 67069}]",2016-06-24,119100758.0,86.0,Released,What was once in the deep is now in the shallows.,6.2,1619.0
38625,Port of Call,5000000,2.226677,"[{'name': 'Mei Ah Films Production Co. Ltd.', 'id': 41465}]",2015-11-13,0.0,98.0,Released,,6.1,15.0
38632,A Little Night Music,200000,0.164585,"[{'name': 'Zillion Films', 'id': 36748}]",2002-01-01,286000.0,95.0,Released,Život dvojice najboljih prijateljla mijenja se onog trenutka kada se jave na mobitel mrtvaca...,7.8,4.0
38639,Skinning,500000,1.018477,"[{'name': 'Hypnopolis', 'id': 51316}]",2010-10-06,198.0,97.0,Released,Life is sometimes rude game: one mistake can buy you ticket to hell.,5.9,14.0
38642,Freelancers,11000000,5.973229,"[{'name': 'Grindstone Entertainment Group', 'id': 3604}, {'name': 'Cheetah Vision', 'id': 5830}, {'name': 'Paradox Entertainment', 'id': 6819}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Envision Entertainment', 'id': 31832}]",2012-08-10,0.0,96.0,Released,"To serve,  protect... and steal.",4.7,68.0
38674,Death Clique,2000000,1.753599,"[{'name': 'Johnson Production Group', 'id': 5225}]",2014-04-12,0.0,83.0,Released,A jealous rivalry between three high school girls leads to a shocking crime.,6.1,16.0
38680,Kick,22000000,7.366331,[],2014-07-25,55000000.0,146.0,Released,,6.0,51.0
38683,Aitraaz,3500000,1.280578,[],2004-11-12,9250000.0,159.0,Released,,4.9,17.0
38685,Paws,137731,1.78367,[],1997-09-25,1778391.0,83.0,Released,Some heroes are all talk.,3.9,8.0
38699,Fresh,412000,0.086169,[],2009-05-26,0.0,72.0,Released,New thinking about what we're eating,8.3,2.0
38704,The Gerson Miracle,100,0.644469,[],2004-01-01,0.0,91.0,Released,,6.8,4.0
